image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
119.jpeg,Fibre,Fibre,3.6,24,g,g,per_serving (80 g),per_100g,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
119.jpeg,Protein,Protein,19,0.70,g,g,per_serving (80 g),per_100g,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
119.jpeg,Salt,Salt,0.56,0.70,g,g,per_serving (80 g),per_serving,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
12.png,Energy,Energy,547,547,kJ,kJ,per_100ml,per_100ml,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Fat,Fat,0.0,0.0,g,g,per_100ml,per_100ml,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Carbohydrate,Carbohydrate,32,32,g,g,per_100ml,per_100ml,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Protein,Protein,0.1,0.1,g,g,per_100ml,per_100ml,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Salt,Salt,0.6,0.6,g,g,per_100ml,per_100ml,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Energy,Energy,328,328,kJ,kJ,per_serving (60ml),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Fat,Fat,0.0,0.0,g,g,per_serving (60ml),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Carbohydrate,Carbohydrate,19,19,g,g,per_serving (60ml),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Protein,Protein,0.0,0.0,g,g,per_serving (60ml),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
12.png,Salt,Salt,0.4,0.4,g,g,per_serving (60ml),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Inositol,Inositol,100,100,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Alpha-Liponsäure,Alpha-Liponsäure,42,42,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Choline,Choline,20,20,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Vitamin C,Vitamin C,250,250,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Niacin,Niacin,16,16,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Vitamin E,Vitamin E,30,30,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Pantothenic Acid,Pantothenic Acid,5,5,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Vitamin B6,Vitamin B6,0.9,0.9,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Biotin,Biotin,40,40,µg,µg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Vitamin B12,Vitamin B12,4.1,4.1,µg,µg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Vitamin D3,Vitamin D3,5.2,5.2,µg,µg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Vitamin K,Vitamin K,60.4,60.4,µg,µg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Calcium,Calcium,121,121,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Zinc,Zinc,6.5,6.5,mg,mg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Molybdenum,Molybdenum,45,45,µg,µg,per_daily_dose (10 G),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
120.jpeg,Lactobacillus Acidophilus,Lactobacillus Acidophilus,3.6 x 10^8,3.6. x 10^KE,KBE,KBE,per_daily_dose (10 G),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
120.jpeg,Bifidobacterium Bifidum,Bifidobacterium Bifidum,3.6 x 10^8,3.6. x 10^KE,KBE,KBE,per_daily_dose (10 G),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
120.jpeg,Vitamin B1,Vitamin B1,1,1.1,mg,mg,per_daily_dose (10 G),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
120.jpeg,Folic Acid,Folic Acid,200,100,µg,µg,per_daily_dose (10 G),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
120.jpeg,Copper,Copper,1,0.4,mg,mg,per_daily_dose (10 G),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
120.jpeg,Chromium,Chromium,25,45,µg,µg,per_daily_dose (10 G),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
120.jpeg,Selenium,Selenium,22,1,µg,mg,per_daily_dose (10 G),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
120.jpeg,Manganese,Manganese,0.4,25,mg,µg,per_daily_dose (10 G),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
120.jpeg,Iodine,Iod,100,100,µg,µg,per_daily_dose (10 G),per_daily_dose,False,True,True,True,False,False,fast,no match,numeric match,alias match,alias match
120.jpeg,Rutin,Rutine,20,3.6. x 10^KE,mg,KBE,per_daily_dose (10 G),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
121.jpeg,Fat,Fat,5.2,5.2,g,g,per_serving (45g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
121.jpeg,Saturated Fats,Saturated Fats,2.9,2.9,g,g,per_serving (45g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
121.jpeg,Carbohydrate,Carbohydrate,9.1,9.1,g,g,per_serving (45g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
121.jpeg,Sugars,Sugars,2.2,2.2,g,g,per_serving (45g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
121.jpeg,Fibre,Fibre,7.9,7.9,g,g,per_serving (45g),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
121.jpeg,Protein,Protein,16,16,g,g,per_serving (45g),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
121.jpeg,Salt,Salt,0.09,0.09,g,g,per_serving (45g),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
121.jpeg,Energy,Energy,631,631,kJ,kJ/kcal,per_serving (45g),per_serving,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
121.jpeg,Fat,Fat,12,5.2,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,Carbohydrate,Carbohydrate,20,2.9,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
121.jpeg,Sugars,Sugars,4.9,2.2,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
15.png,Chloride,Chloride,4762,4762,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
15.png,Magnesium,Magnesium,670,670,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
15.png,Calcium,Calcium,1428,1428,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
15.png,Caffeine,Caffeine,1785,1788,mg,mg,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
15.png,Magnesium,Magnesium,28.1,670,mg,mg,per_serving (4.2 g),per_daily_dose,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
15.png,Calcium,Calcium,60,1428,mg,mg,per_serving (4.2 g),per_daily_dose,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
15.png,Salt,Salt,15.0,3571,g,mg,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
17.png,Caffeine,Caffeine,100,100,mg,mg,per_serving (piece),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
17.png,Vitamin B6,Vitamin B6,0.22,0.22,mg,mg,per_serving (piece),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
17.png,Vitamin B12,Vitamin B12,0.38,0.38,µg,µg,per_serving (piece),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Fat,Fat,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Saturated Fats,Saturated Fats,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Carbohydrate,Carbohydrate,70,70,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Sugars,Sugars,33,33,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Protein,Protein,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Salt,Salt,0.43,0.43,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
2.png,Fat,Fat,0,0,g,g,per_serving (1 Tube (70g)),per_daily_dose,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
2.png,Saturated Fats,Saturated Fats,0,0,g,g,per_serving (1 Tube (70g)),per_daily_dose,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
2.png,Carbohydrate,Carbohydrate,50,50,g,g,per_serving (1 Tube (70g)),per_daily_dose,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
2.png,Sugars,Sugars,25,25,g,g,per_serving (1 Tube (70g)),per_daily_dose,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
2.png,Energy,Energy,1195,1195,kJ,281,per_100g,per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
2.png,Energy,Energy,837,837,kJ,197,per_serving (1 Tube (70g)),per_daily_dose,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
2.png,Protein,Protein,0,0.30,g,g,per_serving (1 Tube (70g)),per_daily_dose,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
20.png,Energy,Energy,1474,1474,kJ,kJ,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Sodium,Sodium,667,667,mg,mg,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Calcium,Calcium,800,800,mg,mg,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Vitamin E,Vitamin E,67,67,mg α-TE,mg α-TE,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Pantothenic Acid,Pantothenic Acid,40,40,mg,mg,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Protein,Protein,0.1,<0.1,g,g,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Calcium,Calcium,120,120,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Chloride,Chloride,120,120,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
20.png,Caffeine,Caffeine,37.5,37.5,mg,mg,per_daily_dose (1 Portion = 15 g),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
20.png,Niacin,Niacin,240,240,mg NE,NE,per_100g (100 g Pulver),per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
20.png,Carbohydrate,Carbohydrate,78.1,<0.1,g,g,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Fat,Fat,0.5,78.1,g,g,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Potassium,Potassium,667,45,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Magnesium,Magnesium,300,800,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Chloride,Chloride,667,300,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Phosphorus,Phosphorus,800,667,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Caffeine,Caffeine,250,50%,mg,mg,per_100g (100 g Pulver),per_daily_dose,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
20.png,Vitamin C,Vitamin C,800,250,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Vitamin B6,Vitamin B6,13.3,800,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Carbohydrate,Carbohydrate,11.7,<0.1,g,g,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Sodium,Sodium,100,120,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Potassium,Potassium,100,45,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Phosphorus,Phosphorus,120,33,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Vitamin C,Vitamin C,37.5,225%,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Vitamin E,Vitamin E,10,125%,mg α-TE,mg α-TE,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Pantothenic Acid,Pantothenic Acid,6,667%,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Vitamin B6,Vitamin B6,1,160%,mg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
20.png,Selenium,Selenium,200,800,µg,mg,per_100g (100 g Pulver),per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Folic Acid,Folic Acid,1333,9.3,µg,mg,per_100g (100 g Pulver),per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Vitamin B12,Vitamin B12,6.7,10.7,µg,mg,per_100g (100 g Pulver),per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Fat,Fat,0.1,+25%,g,%,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Magnesium,Magnesium,45,15%,mg,%,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Selenium,Selenium,33,100%,µg,%,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Niacin,Niacin,16,150,mg NE,%,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Folic Acid,Folic Acid,200,67%,µg,mg,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
20.png,Vitamin B12,Vitamin B12,1,1333,µg,mg,per_daily_dose (1 Portion = 15 g),per_100g,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
20.png,Vitamin B1,Vitamin B12,9.3,1333,mg,mg,per_100g (100 g Pulver),per_daily_dose,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
20.png,Vitamin B1,Vitamin B12,200,67%,µg,%,per_daily_dose (1 Portion = 15 g),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
201.jpeg,Energy,Energy,1642,1642,kJ,kJ,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
201.jpeg,Fat,Fat,6.7,6.7,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
201.jpeg,Carbohydrate,Carbohydrate,8.1,8.1,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
201.jpeg,Protein,Protein,77,77,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
201.jpeg,Salt,Salt,0.05,0.05,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
201.jpeg,Protein,Protein,23,23,g,g,per_serving (30 g (1 Scoop)),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
201.jpeg,Energy,Energy,493,493,kJ,kcal,per_serving (30 g (1 Scoop)),per_30go,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
26.png,Energy,Energy,942,942,kJ,kJ,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
26.png,Fat,Fat,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
26.png,Protein,Protein,3.5,3.5,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
26.png,Salt,Salt,0.11,0.11,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
26.png,Saturated Fats,Saturated Fats,0,56,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
26.png,Carbohydrate,Carbohydrate,56,7,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
27.png,Zinc,Zinc,75,75,mg,mg,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
27.png,Chromium,Chromium,896,896,µg,µg,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
27.png,Vitamin D,Vitamin D,37,37,µg,µg,per_100g (100 g Pulver),per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
27.png,Magnesium,Magnesium,2000,4000,mg,mg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
27.png,Selenium,Selenium,251,896,µg,µg,per_100g (100 g Pulver),per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
27.png,Calcium,Calcium,4000,<0.5,mg,g,per_100g (100 g Pulver),per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
30.png,Protein,Protein,2.7,2.7,g,g,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Fat,Fat,5.0,5.0,g,g,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Saturated Fats,Saturated Fats,2.7,2.7,g,g,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Carbohydrate,Carbohydrate,39,39,g,g,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Sugars,Sugars,19,19,g,g,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Fibre,Fibre,2.0,2.0,g,g,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Sodium,Sodium,70,70,mg,mg,per_serving (Per Bar 55g),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Protein,Protein,4.8,4.8,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Fat,Fat,9.1,9.1,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Saturated Fats,Saturated Fats,4.9,4.9,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Sugars,Sugars,35,35,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Fibre,Fibre,3.6,3.6,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Sodium,Sodium,130,130,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
30.png,Carbohydrate,Carbohydrate,71,35,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
30.png,Energy,Energy,907,907/215,kJ,kJ/kcal,per_serving (Per Bar 55g),per_serving,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
33.png,Fat,Fat,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
33.png,Saturated Fats,Saturated Fats,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
33.png,Carbohydrate,Carbohydrate,97,97,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
33.png,Sugars,Sugars,56,56,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
33.png,Protein,Protein,0,0,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
33.png,Salt,Salt,0.53,0.53,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
33.png,Sodium,Sodium,210,210,mg,mg,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Calcium,Calcium,35,35,mg,mg,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Magnesium,Magnesium,25,25,mg,mg,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Potassium,Potassium,55,55,mg,mg,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Chloride,Chloride,140,140,mg,mg,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Carbohydrate,Carbohydrate,73,73,g,g,per_serving (75 g (300 ml)),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Sugars,Sugars,42,42,g,g,per_serving (75 g (300 ml)),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Salt,Salt,0.40,0.40,g,g,per_serving (75 g (300 ml)),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
33.png,Energy,Energy,1660,1660,kJ,kcal,per_100g,per_serving,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
33.png,Energy,Energy,1245,1245,kJ,kcal,per_serving (75 g (300 ml)),per_100g,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
34.png,Potassium,Potassium,400,400,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Magnesium,Magnesium,100,100,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Zinc,Zinc,2.6,2.6,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Vitamin B6,Vitamin B6,3.2,3.2,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Vitamin B1,Vitamin B1,0.8,0.8,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Vitamin B2,Vitamin B2,0.8,0.8,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Folic Acid,Folic Acid,34,34,µg,µg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Vitamin B12,Vitamin B12,3.5,3.5,µg,µg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Fat,Fat,0,0,g,g,per_serving (25g serving),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Carbohydrate,Carbohydrate,20,20,g,g,per_serving (25g serving),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Sugars,Sugars,19,19,g,g,per_serving (25g serving),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Protein,Protein,0,0,g,g,per_serving (25g serving),per_serving,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
34.png,Energy,Energy,1356,1356,kJ,kJ,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
34.png,Carbohydrate,Carbohydrate,80,80,g,g,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
34.png,Sugars,Sugars,77,77,g,g,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
34.png,Fibre,Fibre,5,5,g,g,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
34.png,Salt,Salt,3.5,3.5,g,g,per_100g,per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
34.png,Calcium,Calcium,100,100,mg,mg,per_serving (25g serving),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
