image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
110.jpeg,Pantothensäure,Pantothensaure,3.0,3.0,mg,mg,per_serving (pro Stick),,True,True,True,False,True,False,fast+llm,"R1 does not apply, both are valid Pantothensäure forms.",Both quantities are exactly the same: 3.0 mg.,Both units match: mg.,"Predicted context is missing while ground truth has 'per_serving (pro Stick)', making them mismatch."
110.jpeg,Melissen Extrakt,Pantothensaure,30,6.0,mg,mg,per_daily_dose (pro 2 Sticks),,False,False,True,False,False,False,fast+llm,R1: 'Pantothensaure' is a short name that does not match the parent nutrient 'Melissen Extrakt'.,"R6: Both values are greater than 0.1, and there is no trace amount indication.",R10: 'mg' does not match any unit alias of 'mg' in the context of Melissen Extract.,R12: The contexts do not match after stripping serving size suffixes.
111.jpeg,Vitamin B12,Vitamin B12,17.5,17.5,µg,,per_daily_dose (1 Tagesdosis (8 ml)),,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
112.jpeg,Vitamin B12,Vitamine,17.5,,µg,,per_daily_dose (1 Tagesdosis (8 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Vitamine' is a short name that does not match the full nutrient name 'Vitamin B12'.,R8: Predicted quantity is None and ground truth quantity is non-zero.,R10: No unit provided in prediction while 'µg' is present in ground truth.,R14: Predicted context is empty but ground truth context is present.
113.jpeg,ENERGIE kJ,ENERGIE,1546,,kJ,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,ENERGIE kcal,FETT,369,4.5,kcal,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'FETT' is a sub-nutrient of 'ENERGIE kcal',R6 - Predicted quantity (4.5) and ground truth quantity (369) are not trace amounts and do not match,R10 - No unit in prediction vs 'kcal' in ground truth,
113.jpeg,FETT,FETT,4.5,1.3,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTE FETTSAUREN,3.1,3.1,g,,per_100g,per_100g,True,True,False,True,False,False,fast+llm,"R2 - OCR noise normalization applied, 'DAVON GESÄTTIGTE FETTSÄUREN' and 'DAVONGESATTIGTE FETTSAUREN' are equivalent.",The quantities match exactly within the allowed tolerance.,"R10 - The predicted unit is missing, while the ground truth has a unit. A missing value does not match any present value.",Both have 'per_100g' context after stripping serving size suffix.
113.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,7.7,17,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,DAVON ZUCKER,DAVONGESATTIGTE FETTSAUREN,3.9,16,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'DAVON ZUCKER' is a sub-nutrient of 'Fettsäuren',R6 - Both values are greater than 0.1 and do not match,R10 - No unit in prediction vs 'g' in ground truth,R12 - 'per_100g' matches after stripping serving size suffix
113.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,1.9,3.9,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,EIWEIẞ,KOHLENHYDRATE,72.7,3.1,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,"R1 - 'EIWEIẞ' is a sub-nutrient of 'KOHLENHYDRATE', and short name does not match longer compound name.","R6 - Both values are greater than 0.5, so they cannot be treated as traces.",R10 - Predicted unit is missing while ground truth has a unit.,
113.jpeg,SALZ,SALZ,0.53,72.7,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,KOFFEIN,KOFFEIN,267,80,mg,mg,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,ENERGIE kJ,BALLASTSTOFFE,464,1.9,kJ,,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,False,False,False,False,fast+llm,R1: 'ENERGIE kJ' vs 'BALLASTSTOFFE',R6: 464 != 1.9 and both are >0.1,R10: 'kJ' != None,R12: 'per_serving (30 g PULVER IN 250ml WASSER)' vs 'per_100g'
113.jpeg,ENERGIE kcal,SALZ,111,145,kcal,,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,False,False,False,False,fast+llm,"R1 - 'ENERGIE kcal' is a specific form of 'Energie', while 'SALZ' is about salt.",R6 - The quantities do not match and are not both traces.,"R10 - 'kcal' and 'None' do not match, and no unit alias applies here.",R12 - The contexts after stripping serving size suffixes do not match ('per_serving' vs 'PER DRINK (330 ML)').
114.jpeg,ENERGIE,ENERGIE,1541,,kJ,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
114.jpeg,ENERGIE,FETT,368,4.8,kcal,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'FETT' is a sub-nutrient of 'Energie'.,R6 - Predicted quantity (4.8) and ground truth quantity (368) are not trace amounts and do not match within tolerance.,R10 - Predicted unit is missing while ground truth has a unit ('kcal').,R12 - Both 'per_100g' strings strip to the same context.
114.jpeg,FETT,FETT,4.8,148,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTEFETTSAUREN,3.3,3.3,g,,per_100g,per_100g,True,True,False,True,False,False,fast+llm,"R2 - OCR noise only, spaces removed.",R7 - Numeric equality within tolerance.,R10 - 'g' does not match None.,R12 - Context stripped to 'per_100g'.
114.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,8.8,8.8,g,,per_100g,per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
114.jpeg,DAVON ZUCKER,DAVONGESATTIGTEFETTSAUREN,4.1,17,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - DAVON ZUCKER does not match DAVONGESATTIGTEFETTSAUREN,R6 - Both values are above trace amount threshold and do not match within tolerance,R10 - No matching unit found between g and None,
114.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,2.8,2.8,g,,per_100g,per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
114.jpeg,EIWEIẞ,KOHLENHYDRATE,70.1,2.6,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,"R1 - 'EIWEIẞ' is a sub-nutrient of 'KOHLENHYDRATE', and short name does not match longer compound name.","R6 - Both values are outside the trace amount threshold, and do not match exactly within tolerance.","R10 - No unit in prediction vs 'g' in ground truth, and units are not equivalent.",
114.jpeg,SALZ,SALZ,0.51,0.51,g,mg,per_100g,per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
114.jpeg,KOFFEIN,KOFFEIN,268,268,mg,mg,per_100g,,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
114.jpeg,ENERGIE,BALLASTSTOFFE,462,0.9,kJ,,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,False,False,False,False,fast+llm,R1 - 'ENERGIE' is a parent nutrient of 'BALLASTSTOFFE'.,R6 - Predicted quantity (0.9) and ground truth quantity (462) are not trace amounts and do not match.,R10 - Ground truth unit is 'kJ' while predicted has no unit.,R13 - Contexts do not match: 'per_serving (30 g PULVER IN 250ml WASSER)' vs 'per_100g'.
114.jpeg,ENERGIE,SALZ,111,0.17,kcal,mg,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,False,False,False,False,fast+llm,R1 - 'ENERGIE' vs 'SALZ',R6 - quantities are not close and non-trace,R10 - units are different (kcal vs mg),R12 - contexts do not match after stripping
114.jpeg,FETT,KOFFEIN,1.4,80,g,mg,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,False,False,False,False,fast+llm,R1 - 'FETT' vs 'KOFFEIN',R6 - 1.4g and 80mg are not trace amounts and do not match,R10 - g (grams) does not match mg (milligrams),R12 - 'per_serving' does not match 'per_100g'
115.jpeg,Brennwert,Brennwert,438,,kJ,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
115.jpeg,Brennwert,Fett,103,,kcal,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,"R1 - 'Fett' is a parent nutrient of 'Brennwert', and 'Fett' does not match 'Brennwert'.","R6 - Predicted quantity is None, while ground truth has a non-zero value.",R10 - 'kcal' and 'None' do not match as there is no unit in the prediction.,"R12 - Both have 'per_100g', which after stripping context matches."
115.jpeg,Fett,Fettsauren,0,12.0,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'Fett' does not match 'Fettsauren'.,R6 - Predicted quantity is not a trace and does not match ground truth.,"R10 - No unit in prediction, but 'g' present in ground truth.",
115.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,0.2,g,,per_100g,per_100g,True,True,False,True,False,False,fast+llm,"R2 - OCR noise, dash prefix variant",R7 - numeric equality within tolerance,R10 - unit mismatch: g vs None,R12 - context is the same after stripping serving size suffix
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,10.0,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
115.jpeg,- davon Zucker,-davon Zucker,10.0,1.6,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,11.0,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
115.jpeg,Eiweiß,Salz,11.0,,g,,per_100g,per_100g,False,False,True,True,False,False,fast+llm,R1 - 'Eiweiß' is a sub-nutrient of 'Salz',"R6 - Predicted quantity is None, GT is non-zero",R10 - Both are in grams (g),R12 and R13 - Both contexts are per_100g
116.jpeg,ENERGIE,ENERGIE,1696,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,ENERGIE,FETT:,404,12.0,kcal,,per_100g,,False,False,False,False,False,False,fast+llm,R1 - 'ENERGIE' is a parent nutrient of 'FETT:',"R6 - Predicted quantity is not zero or trace, and ground truth has a non-zero value",R10 - 'kcal' and 'None' are not equivalent units,R12 - Contexts do not match after stripping serving size suffixes
116.jpeg,FETT:,FETT:,12.0,3.5,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVON GESATTIGTE,1.4,1.4,g,,per_100g,,False,True,False,False,False,False,fast+llm,"R1 - 'DAVON GESÄTTIGTE' is a sub-nutrient of 'Fettsäuren', and does not match the full name.","0.65 overlap ratio is met, but R1 blocks this regardless of ratio.",R10 - Predicted unit is missing while ground truth has a unit.,R12 - Both have 'per_100g' after stripping serving size suffix.
116.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,27.0,27.0,g,,per_100g,,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
116.jpeg,- DAVON ZUCKER,-DAVON GESATTIGTE,4.6,0.4,g,,per_100g,,False,False,False,False,False,False,fast+llm,R1 - 'DAVON ZUCKER' does not match 'DAVON GESATTIGTE',R6 - Quantities are above trace amount threshold and do not match,R10 - Units do not match as one is in grams and the other is None,R12 - Contexts after stripping serving size suffixes do not match
116.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,12.0,12.0,g,,per_100g,,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
116.jpeg,EIWEIẞ,FETTSAUREN,41.0,,g,,per_100g,,False,False,False,False,False,False,fast+llm,"R1: 'FETTSAUREN' is a sub-nutrient of 'Fett', which does not match 'EIWEISS'.",Missing quantity in prediction.,Missing unit in prediction.,No context provided in prediction.
116.jpeg,SALZ,SALZ,2.02,2.02,g,,per_100g,,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
116.jpeg,ENERGIE,KOHLENHYDRATE:,509,8.2,kJ,,per_serving (PORTION**),,False,False,False,False,False,False,fast+llm,R1 - 'ENERGIE' vs 'KOHLENHYDRATE:',R6 - Predicted quantity is not a trace and GT is non-zero,R10 - GT unit is kJ while prediction has no unit,R12 - Predicted context is missing while ground truth provides 'per_serving'
116.jpeg,ENERGIE,BALLASTSTOFFE,121,3.7,kcal,,per_serving (PORTION**),,False,False,False,False,False,False,fast+llm,R1 - 'ENERGIE' vs 'BALLASTSTOFFE',R6 - Predicted quantity is not a trace and GT quantity is non-zero,"R10 - GT unit is kcal, prediction has no unit",R13 - GT context contains per_serving while prediction has no context
116.jpeg,FETT:,SALZ,3.5,0.61,g,,per_serving (PORTION**),,False,False,False,False,False,False,fast+llm,R1 - 'FETT:' vs 'SALZ' are different nutrients.,R6 - Predicted quantity is not a trace and does not match ground truth.,R10 - No unit in prediction matches any unit in ground truth.,R12 - Contexts do not match after stripping serving size suffix.
117.jpeg,ENERGIE,ENERGIE,728,,kJ,,per_serving (45 g),,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
117.jpeg,ENERGIE,FETT,173,6.1,kcal,,per_serving (45 g),,False,False,False,False,False,False,fast+llm,R1 - 'FETT' is a sub-nutrient of 'Energie'.,R6 - Predicted quantity (6.1) and ground truth quantity (173) are not trace amounts and do not match.,R10 - Ground truth unit is 'kcal' while predicted has no unit.,R12 - Ground truth context contains serving size information which is absent in the prediction.
117.jpeg,FETT,KOHLENHYDRATE,6.1,,g,,per_serving (45 g),,False,False,False,False,False,False,fast+llm,R1 - 'FETT' vs 'KOHLENHYDRATE',"R6 - Predicted quantity is None, GT non-zero",R10 - 'g' vs None,R12 - 'per_serving (45 g)' vs None
117.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,1.5,,g,,per_serving (45 g),,False,False,False,False,False,False,fast+llm,R1 - 'BALLASTSTOFFE' is a short name that does not match the longer compound name '- DAVON GESÄTTIGTE FETTSÄUREN'.,R8 - GT quantity is non-zero and predicted quantity is None.,"R10 - 'g' in ground truth does not match any unit in prediction, and prediction has no units.",R14 - Predicted context is empty while ground truth provides a serving size.
117.jpeg,KOHLENHYDRATE,SALZ,16.7,0.04,g,,per_serving (45 g),,False,False,False,False,False,False,fast+llm,R1: 'SALZ' is a short name that does not match the longer compound name 'KOHLENHYDRATE'.,"R6: Both values are greater than 0.1, and there is no trace amount indication.",R10: 'g' for 'KOHLENHYDRATE' does not match the absence of a unit in 'SALZ'.,R12: The context fields do not match after stripping serving size suffixes.
118.jpeg,ENERGIE,ENERGIE,1440,8.0,kJ,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,ENERGIE,ENERGIE,344,10,kcal,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,FETT:,FETT:,10,2.1,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,FETT:,2.6,48,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'FETT:' vs '- DAVON GESÄTTIGTE FETTSÄUREN' are different nutrients.,R6 - Predicted quantity is not a trace and does not match ground truth.,R10 - Predicted unit is missing while ground truth has 'g'.,R12 - Both have 'per_100g' after stripping serving size suffix.
118.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,48,3.2,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,- DAVON ZUCKER,-DAVON GESATTIGTEFETTSAUREN,4.0,38,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'DAVON ZUCKER' does not match 'DAVON GESATTIGTEFETTSAUREN',R6 - Quantities do not match and are both above trace amount threshold,R10 - Units are different (g vs None),R12 - 'per_100g' matches after stripping serving size suffix
118.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,-DAVON GESATTIGTEFETTSAUREN,21,48,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'DAVON MEHRWERTIGE ALKOHOLE' vs 'DAVON GESATTIGTEFETTSAUREN',R6 - Neither value is a trace amount and they do not match within tolerance,R10 - No unit matches between 'g' and None,R12 - Both are 'per_100g'
118.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,3.0,19,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,EIWEIẞ,KOHLENHYDRATE:,24,4.0,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'EIWEIẞ' is a sub-nutrient of 'KOHLENHYDRATE:',R6 - Predicted quantity (4.0) and ground truth quantity (24) are not within the trace amount threshold and do not match.,R10 - Ground truth unit is 'g' while predicted has no unit.,
118.jpeg,SALZ,SALZ,0.70,,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
118.jpeg,ENERGIE,BALLASTSTOFFE,1152,24,kJ,,per_serving (80 g),per_100g,False,False,False,False,False,False,fast+llm,R1 - 'ENERGIE' vs 'BALLASTSTOFFE',R6 - 1152 != 24 and both are >0.1,R10 - kJ != None,R13 - per_serving != per_100g
119.jpeg,ENERGIE,FETT:,1471,24,kJ,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'FETT:' vs 'ENERGIE' are different nutrients,R6 - Predicted quantity is not a trace and does not match ground truth,"R10 - No unit in prediction, but 'kJ' in ground truth","R12 - Both have 'per_100g', which matches after stripping"
119.jpeg,ENERGIE,FETT:,352,3.0,kcal,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'ENERGIE' is a parent nutrient of 'FETT:',R6 - Predicted quantity (3.0) and ground truth quantity (352) are not within the trace amount threshold and do not match.,R10 - 'kcal' and None do not match due to missing unit in prediction.,"R12 - Both have 'per_100g', which matches after stripping serving size suffix."
119.jpeg,FETT:,-DAVONGESATTIGTEFETTSAUREN,11,38,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'FETT:' vs '-DAVONGESATTIGTEFETTSAUREN' are different nutrients.,R6 - Predicted quantity is not a trace and does not match ground truth.,R10 - Ground truth unit 'g' does not match predicted unit None.,"R12 - Both have 'per_100g', which after stripping context matches."
119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVONGESATTIGTEFETTSAUREN,3.0,47,g,,per_100g,per_100g,True,False,False,True,False,False,fast+llm,"R1 does not apply, both are 'Fettsaeuren'",47 != 3.0 and the difference exceeds tolerance,No unit provided in prediction vs 'g' in ground truth,"Both have 'per_100g', which matches after stripping serving size suffix"
119.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,47,3.2,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
119.jpeg,- DAVON ZUCKER,KOHLENHYDRATE:,4.0,4.0,g,,per_100g,per_100g,False,True,False,True,False,False,fast+llm,R1 - 'DAVON ZUCKER' is a sub-nutrient of 'KOHLENHYDRATE:',4.0 matches 4.0 within tolerance,Predicted unit is missing while ground truth has 'g',Both have 'per_100g' after stripping serving size suffix
119.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,BALLASTSTOFFE,21,19,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,R1 - 'BALLASTSTOFFE' is a parent nutrient of '- DAVON MEHRWERTIGE ALKOHOLE'.,R6 - Predicted quantity (19) does not match ground truth quantity (21).,R10 - No unit in prediction matches 'g' in ground truth.,"R12 - Both have 'per_100g', which after stripping serving size suffixes are identical."
119.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,4.5,24,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
119.jpeg,EIWEIẞ,SALZ,24,,g,,per_100g,per_100g,False,False,True,True,False,False,fast+llm,R1 - 'EIWEIẞ' is a sub-nutrient of 'SALZ',R6 - Predicted quantity is missing and ground truth is non-zero,R10 - Both are in grams (g),R12 - Both contexts are 'per_100g' after stripping serving size suffix
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,M/Fotines/ProteinTBaba/Proten,547,0.6,kJ,,per_100ml,,False,False,False,False,False,False,fast+llm,"R1: 'Energie' vs 'M/Fotines/ProteinTBaba', short name does not match longer compound name.","R6: Predicted quantity is non-zero, ground truth is None.","R10: Ground truth unit present, predicted unit missing.",R13: Predicted context absent while ground truth has 'per_100ml'.
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,M/Fotines/ProteinTBaba/Proten,129,1.1,kcal,,per_100ml,,False,False,False,False,False,False,fast+llm,R1: 'Energie' vs 'M/Fotines/ProteinTBaba' are different nutrients.,R6: Predicted quantity is not a trace and does not match ground truth.,"R10: Ground truth unit is 'kcal', while predicted has no unit.","R13: Predicted context is missing, while ground truth provides 'per_100ml'."
120.jpeg,INOSITOL,INOSITOL,100,100,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,ALPHA-LIPONSÄURE,ALPHA-LIPONSAURE,42,42,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast+llm,R4 -- PARTIAL MATCH THRESHOLD (OCR noise only),R7 -- NUMERIC EQUALITY,R10 -- UNIT ALIASES (equivalent),"R12 -- STRIP SERVING SIZE SUFFIX before comparing, 'per_daily_dose' does not match 'pro 10g'"
120.jpeg,CHOLIN,CHOLIN,20,20,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,RUTIN,RUTIN,20,20,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS,3.6 x 10^8,,KBE,,per_daily_dose (10 G),pro 10g,False,False,False,False,False,False,fast+llm,"R1: 'LACTOBACILLUS ACIDOPHILUS' is a specific strain, while 'LACTOBACILLUS' is too broad.","R9: Predicted quantity is None, and ground truth has a non-zero value.",R10: Ground truth unit 'KBE' does not match predicted unit (None).,"R12: After stripping serving size suffix, contexts do not match ('per_daily_dose' vs 'pro 10g')."
120.jpeg,BIFIDOBACTERIUM BIFIDUM,BIFIDOBACTERIUMBIFIDUM,3.6 x 10^8,,KBE,,per_daily_dose (10 G),pro 10g,True,False,False,False,False,False,fast+llm,"R1 does not apply, names are similar with OCR noise.",Predicted quantity is None while ground truth has a value.,Ground truth unit 'KBE' does not match predicted unit None and 'KBE' != 'CFU'.,Contexts do not match after stripping serving size suffixes.
120.jpeg,VITAMIN C,VITAMINC,250,250,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast+llm,"R1 does not apply, both are exact matches.",Values match exactly within tolerance.,"Both use 'mg', which is an equivalent unit.","Ground truth has 'per_daily_dose (10 G)', while prediction has 'pro 10g'. These do not match and are considered different contexts."
120.jpeg,NIACIN,NIACIN,16,16,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,VITAMIN E,VITAMINC,30,313,mg,mg,per_daily_dose (10 G),pro 10g,False,False,True,False,False,False,fast+llm,R1 - 'VITAMIN C' is a short name that does not match the longer compound name 'VITAMIN E'.,R6 - Predicted quantity (313) and ground truth quantity (30) are both above trace amount threshold.,R10 - mg in predicted unit does not match mg in ground truth unit for Vitamin E context.,R12 - 'pro 10g' in prediction does not match 'per_daily_dose (10 G)' in ground truth after stripping serving size suffix.
120.jpeg,PANTOTHENSÄURE,NIACIN,5,250,mg,mg,per_daily_dose (10 G),pro 10g,False,False,True,False,False,False,fast+llm,R1: 'PANTOTHENSÄURE' is a specific form of 'NIACIN'.,R6: Both values are greater than 0.1 and do not match.,"R10: 'mg' does not match 'mg', as the nutrients do not align.",R12: 'per_daily_dose (10 G)' does not match 'pro 10g'.
120.jpeg,VITAMIN B6,VITAMINE,0.9,30,mg,mg,per_daily_dose (10 G),pro 10g,False,False,True,False,False,False,fast+llm,R1 - 'VITAMINE' is a short name and does not match the full nutrient name 'VITAMIN B6'.,R6 - The quantities do not independently meet the trace amount criteria (0.1 or less).,R10 - 'mg' in the ground truth does not match 'mg' in the prediction as they are equivalent units.,R12 and R13 - The contexts do not match after stripping serving size suffixes.
120.jpeg,VITAMIN B2,VITAMINE,1.1,250,mg,mg,per_daily_dose (10 G),pro 10g,False,False,True,False,False,False,fast+llm,R1 - 'VITAMINE' is a short name and does not match the full compound name 'VITAMIN B2'.,"R6 - The quantities are significantly different, with no trace amount allowance applicable.","R10 - 'mg' does not match 'mg', as there is no unit alias that connects these units.","R13 - 'pro 10g' does not match 'per_daily_dose (10 G)', which are different context types."
120.jpeg,VITAMIN B1,PANTOTHENSAURE,1,83,mg,mg,per_daily_dose (10 G),pro 10g,False,False,True,False,False,False,fast+llm,"R1 - 'PANTOTHENSAURE' is a sub-nutrient of 'VITAMIN B1', and does not match due to specificity.","R6 - Both values are greater than 0.5, so they do not match as trace amounts.","R10 - 'mg' does not match 'mg', as the nutrient names do not match.",R12 and R13 - The contexts do not match due to different serving size suffixes.
120.jpeg,FOLSÄURE,VITAMINB6,200,0.9,µg,mg,per_daily_dose (10 G),pro 10g,False,False,False,False,False,False,fast+llm,R1: 'FOLSÄURE' is a specific form of 'VITAMINB6',R6: Quantities do not match and are not both <= 0.1,R10: Units do not match (µg vs mg),R12: Contexts do not match after stripping serving size suffixes
120.jpeg,BIOTIN,BIOTIN,40,40,µg,mg,per_daily_dose (10 G),pro 10g,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,VITAMIN B12,VITAMINB6,4.1,79,µg,mg,per_daily_dose (10 G),pro 10g,False,False,False,False,False,False,fast+llm,R1: 'VITAMIN B12' vs 'VITAMINB6',R7: '4.1' vs '79',R10: 'µg' vs 'mg',R13: 'per_daily_dose (10 G)' vs 'pro 10g'
120.jpeg,VITAMIN D3,VITAMINB2,5.2,91,µg,mg,per_daily_dose (10 G),pro 10g,False,False,False,False,False,False,fast+llm,R1 - Nutrient names do not match and are not OCR noise variants.,"R6 - Quantities are not trace amounts, and numeric values do not match within tolerance.",R10 - Units do not match (µg vs mg).,R12 - Contexts do not match after stripping serving size suffixes.
120.jpeg,VITAMIN K,VITAMINB2,60.4,79,µg,mg,per_daily_dose (10 G),pro 10g,False,False,False,False,False,False,fast+llm,R1: 'VITAMIN K' vs 'VITAMINB2',R7: '60.4' vs '79',R10: 'µg' vs 'mg',R12: 'per_daily_dose (10 G)' vs 'pro 10g'
120.jpeg,CALCIUM,CALCIUM,121,121,mg,mg,per_daily_dose (10 G),pro 10g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,ZINK,ZINK,6.5,100,mg,g,per_daily_dose (10 G),,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,JOD,JOD,100,100,µg,g,per_daily_dose (10 G),,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,SELEN,SELEN,22,22,µg,mg,per_daily_dose (10 G),,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,KUPFER,KUPFER,1,0.4,mg,mg,per_daily_dose (10 G),,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
120.jpeg,MANGAN,MANGAN,0.4,0.4,mg,mg,per_daily_dose (10 G),,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
120.jpeg,CHROM,CHROM,25,25,µg,mg,per_daily_dose (10 G),,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
